location_id,business_date,orders,gross_cents,refund_cents,labor_minutes,completed_jobs,on_time_jobs
L0096,2025-05-03,235,457780,21730,1645,214,189
L0096,2025-05-04,270,741960,24118,1620,252,249
L0096,2025-05-05,184,637744,17427,920,162,146
L0096,2025-05-06,197,589030,15611,1182,172,166
L0096,2025-05-07,213,513543,9765,1065,199,187
L0096,2025-05-08,192,378048,10989,576,172,166
L0096,2025-05-09,197,689697,31395,788,188,176
L0096,2025-05-10,249,615528,4698,996,247,223
L0096,2025-05-11,303,1095042,47153,1818,279,244
L0096,2025-05-12,203,817278,8212,812,199,194
L0096,2025-05-13,198,573210,27739,792,189,171
L0096,2025-05-14,179,392726,4869,537,173,149
L0096,2025-05-15,176,588192,11088,704,162,148
L0096,2025-05-16,207,431802,14894,1242,205,183
L0096,2025-05-17,253,764313,27643,1012,242,219
L0096,2025-05-18,244,625128,23497,976,219,209
L0096,2025-05-19,253,915860,15984,1265,239,234
L0096,2025-05-20,191,603751,19672,1146,162,152
L0096,2025-05-21,178,652904,30121,712,167,144
L0096,2025-05-22,220,419760,11227,1100,215,188
L0096,2025-05-23,227,936375,14660,908,208,190
L0096,2025-05-24,241,749269,19958,1446,231,198
L0096,2025-05-25,242,659934,6748,726,212,192
L0096,2025-05-26,186,632772,11499,930,172,157
L0096,2025-05-27,216,478224,21542,648,195,187
L0096,2025-05-28,254,552196,20601,762,231,204
L0096,2025-05-29,219,478077,20237,876,186,167
L0096,2025-05-30,207,808128,16986,621,193,183
L0096,2025-05-31,281,1261128,59855,1686,272,233
L0096,2025-06-01,241,801807,11466,1687,224,204
L0096,2025-06-02,181,350959,6647,905,179,155
L0096,2025-06-03,210,397530,3818,1260,179,162
L0096,2025-06-04,227,620164,10528,1135,216,203
L0096,2025-06-05,255,559980,18149,1530,248,237
L0096,2025-06-06,236,596608,5618,1652,233,213
L0096,2025-06-07,211,920593,32952,1266,192,169
L0096,2025-06-08,302,1179914,21207,2114,276,238
L0096,2025-06-09,177,700035,32878,708,172,152
L0096,2025-06-10,211,912153,44667,1477,208,205
L0096,2025-06-11,251,633273,12520,1004,244,239
L0096,2025-06-12,223,984322,34589,1561,221,198
L0096,2025-06-13,242,616132,29952,726,207,177
L0096,2025-06-14,233,998172,36260,699,217,210
L0096,2025-06-15,271,567203,17233,1897,237,225
L0096,2025-06-16,219,449826,17095,876,193,173
L0096,2025-06-17,216,652536,22466,648,191,178
L0096,2025-06-18,255,577065,6483,1275,229,211
L0096,2025-06-19,195,574665,25115,585,179,156
L0096,2025-06-20,210,656670,20470,630,199,194
L0096,2025-06-21,303,1155339,40104,909,278,272
L0096,2025-06-22,216,522720,20138,1512,192,170
L0096,2025-06-23,177,550470,19886,708,163,159
L0096,2025-06-24,205,507170,19904,1435,194,191
L0096,2025-06-25,188,732824,16303,1128,172,156
L0096,2025-06-26,182,539812,24814,1274,155,139
L0096,2025-06-27,187,353056,12918,1309,159,146
L0096,2025-06-28,238,876554,33542,1190,213,186
L0096,2025-06-29,235,660585,24277,1645,234,207
L0097,2025-01-01,167,542917,26102,501,166,160
L0097,2025-01-02,176,685696,6387,1056,160,142
L0097,2025-01-03,179,626321,16112,1074,153,148
L0097,2025-01-04,243,740421,35717,1701,228,194
L0097,2025-01-05,240,689760,29955,960,226,202
L0097,2025-01-06,188,472444,19012,564,175,163
L0097,2025-01-07,212,823832,31190,1272,204,190
L0097,2025-01-08,196,852012,32952,1176,185,162
L0097,2025-01-09,203,514402,24320,609,195,180
L0097,2025-01-10,225,946575,36723,900,204,188
L0097,2025-01-11,227,783150,31807,1362,211,200
L0097,2025-01-12,217,787493,5431,1302,193,179
L0097,2025-01-13,227,734799,34735,1589,221,212
L0097,2025-01-14,188,369608,10595,752,185,179
L0097,2025-01-15,208,465296,6805,832,203,195
L0097,2025-01-16,167,364394,14969,668,152,131
L0097,2025-01-17,165,615780,5956,825,161,143
L0097,2025-01-18,198,846846,28644,990,179,152
L0097,2025-01-19,265,890135,31421,1590,227,200
L0097,2025-01-20,179,372141,12254,895,163,148
L0097,2025-01-21,192,765504,26341,576,178,169
L0097,2025-01-22,206,623356,13105,1030,180,177
L0097,2025-01-23,196,797524,6240,1176,188,169
L0097,2025-01-24,187,507331,13580,1122,163,144
L0097,2025-01-25,201,488430,6535,1407,188,162
L0097,2025-01-26,247,735072,11686,1482,236,221
L0097,2025-01-27,207,419796,8963,1449,196,174
L0097,2025-01-28,202,377134,14989,808,200,175
L0097,2025-01-29,171,469053,3642,1197,169,160
L0097,2025-01-30,204,791724,20376,612,203,188
L0097,2025-01-31,202,835068,22788,808,184,157
L0097,2025-02-01,208,867984,24390,624,199,180
L0097,2025-02-02,231,497343,5804,1617,223,194
L0097,2025-02-03,212,695148,14364,1272,191,187
L0097,2025-02-04,162,602964,14893,972,161,149
L0097,2025-02-05,173,627298,23310,692,155,141
L0097,2025-02-06,213,484788,14943,1491,210,207
L0097,2025-02-07,163,309211,10687,815,140,128
L0097,2025-02-08,230,567180,4137,1150,216,201
L0097,2025-02-09,213,458802,18324,1065,194,173
L0097,2025-02-10,180,342180,6012,900,162,157
L0097,2025-02-11,222,676212,32673,1332,209,186
L0097,2025-02-12,196,645428,18702,1372,171,153
L0097,2025-02-13,201,790533,3974,1206,185,165
L0097,2025-02-14,220,889020,28836,1100,189,173
L0097,2025-02-15,287,999908,47616,2009,268,250
L0097,2025-02-16,267,742260,8440,1869,258,245
L0097,2025-02-16,267,742260,8440,1869,258,245
L0097,2025-02-17,175,771400,32397,700,163,140
L0097,2025-02-18,165,541860,4418,825,147,131
L0097,2025-02-19,220,712360,28243,1320,215,197
L0097,2025-02-20,217,531650,3833,651,189,180
L0097,2025-02-21,202,469448,19965,1414,188,181
L0097,2025-02-22,235,795475,28707,705,207,185
L0097,2025-02-23,282,722766,5434,1128,244,222
L0097,2025-02-24,231,457380,20632,924,197,171
L0097,2025-02-25,228,572736,5921,1140,197,170
L0097,2025-02-26,182,406406,18084,1092,175,172
L0097,2025-02-27,194,707324,9520,970,184,166
L0097,2025-02-28,208,504608,8503,1040,192,185
L0097,2025-03-01,266,609672,25987,798,264,242
L0097,2025-03-02,265,1034295,15667,795,233,212
L0097,2025-03-03,236,512592,3268,708,232,210
L0097,2025-03-04,218,404172,15796,654,217,188
L0097,2025-03-05,176,633600,17635,528,152,142
L0097,2025-03-06,198,658548,17173,594,196,191
L0097,2025-03-07,184,823400,31967,552,162,145
L0097,2025-03-08,204,562020,20311,1428,182,157
L0097,2025-03-09,227,979959,30245,1362,194,181
L0097,2025-03-10,172,375304,8708,1204,154,141
L0097,2025-03-11,170,577490,10297,680,165,147
L0097,2025-03-12,217,900984,39825,1085,208,187
L0097,2025-03-13,217,899465,44569,1519,186,166
L0097,2025-03-14,218,720926,22872,1090,204,184
L0097,2025-03-15,215,902570,38261,1290,202,191
L0097,2025-03-16,266,1086078,14184,798,264,252
L0097,2025-03-17,174,621354,18372,870,161,149
L0097,2025-03-18,209,655006,25619,836,193,188
L0097,2025-03-19,190,680580,15492,760,184,158
L0097,2025-03-20,167,331328,11177,668,158,155
L0097,2025-03-21,160,358560,9113,1120,149,130
L0097,2025-03-22,247,833625,39487,1235,245,238
L0097,2025-03-23,279,813006,34757,1395,260,226
L0097,2025-03-24,162,421362,4660,1134,161,153
L0097,2025-03-25,193,432706,18750,965,172,158
L0097,2025-03-26,238,639982,28821,1666,202,184
UNKNOWN,2025-03-27,220,722040,14299,1320,198,176
L0097,2025-03-28,208,873808,30146,624,186,184
L0097,2025-03-29,196,508228,24337,1176,184,168
L0097,2025-03-30,211,384020,16725,633,198,170
L0097,2025-03-31,164,657476,8719,,149,131
L0097,2025-04-01,184,819904,34051,552,161,152
L0097,2025-04-02,190,410780,3498,1330,168,166
L0097,2025-04-03,172,419336,5935,516,157,145
L0097,2025-04-04,177,619854,27739,885,165,154
L0097,2025-04-05,247,488319,15808,1235,214,209
L0097,2025-04-06,283,772873,5505,849,263,241
L0097,2025-04-07,229,784096,7595,1145,197,173
L0097,2025-04-08,191,579494,22736,1337,167,148
L0097,2025-04-09,208,877552,37107,624,188,189
L0097,2025-04-10,196,466284,6620,980,180,166
L0097,2025-04-11,223,612581,9670,1338,195,182
L0097,2025-04-12,262,550462,9730,1310,244,228
L0097,2025-04-13,207,470304,5510,621,182,175
L0097,2025-04-14,196,822416,6456,1372,178,157
L0097,2025-04-15,225,976050,20286,1125,220,193
L0097,2025-04-16,217,489335,22939,1085,186,176
L0097,2025-04-17,220,964480,38344,660,188,182
L0097,2025-04-17,220,964480,38344,660,188,182
UNKNOWN,2025-04-18,224,579264,13539,1120,195,182
L0097,2025-04-19,241,703961,33011,964,209,184
L0097,2025-04-20,283,1133981,15536,1981,257,232
L0097,2025-04-21,173,734904,7053,1038,156,152
L0097,2025-04-22,237,645351,25133,711,217,194
L0097,2025-04-23,187,479094,8247,561,178,156
L0097,2025-04-24,176,415712,19841,880,159,136
L0097,2025-04-25,160,553440,8183,1120,147,125
L0097,2025-04-26,272,651168,24151,1360,240,217
L0097,2025-04-27,251,1124480,51336,753,214,206
L0097,2025-04-28,215,954815,30175,860,195,178
L0097,2025-04-29,168,503664,5086,840,149,139
L0097,2025-04-30,215,555775,6921,1505,214,196
L0097,2025-05-01,218,755370,25094,1308,193,180
L0097,2025-05-02,213,634314,22081,1278,195,178
L0097,2025-05-03,227,703700,7427,1135,202,178
L0097,2025-05-04,279,1247688,8947,1395,257,227
L0097,2025-05-05,234,463086,15293,1170,221,203
L0097,2025-05-06,161,505218,8983,966,146,127
L0097,2025-05-07,220,568920,23250,880,218,214
L0097,2025-05-08,224,793184,26573,1120,212,188
L0097,2025-05-09,202,697304,28085,808,195,183
L0097,2025-05-10,281,699128,19303,1124,246,222
L0097,2025-05-11,209,551342,5502,836,182,180
L0097,2025-05-12,184,379592,14327,1104,175,163
L0097,2025-05-13,172,315448,6458,516,155,150
L0097,2025-05-14,233,639119,20554,1631,213,188
L0097,2025-05-15,170,665380,32613,1190,148,146
L0097,2025-05-16,188,742788,14152,564,171,166
L0097,2025-05-17,260,719680,25769,1040,240,214
L0097,2025-05-18,261,703134,25462,1566,242,235
L0097,2025-05-19,226,588730,20915,678,199,172
L0097,2025-05-20,224,670432,26432,896,199,195
L0097,2025-05-21,226,852246,11060,678,201,181
L0097,2025-05-22,166,611378,3438,830,147,131
L0097,2025-05-23,185,825840,28136,555,184,171
L0097,2025-05-24,225,542250,7978,1575,223,200
L0097,2025-05-25,253,989483,32401,759,219,214
L0097,2025-05-26,216,870048,10800,864,192,174
L0097,2025-05-27,199,779284,5956,995,195,169
L0097,2025-05-28,215,771420,37624,1505,210,188
L0097,2025-05-29,175,505225,24892,1225,151,137
L0097,2025-05-30,194,415742,17580,1358,189,180
L0097,2025-05-31,193,380403,16830,1158,185,182
L0097,2025-06-01,273,1164345,56073,1365,238,217
L0097,2025-06-02,174,615438,16155,522,152,147
L0097,2025-06-03,234,930852,41860,1404,208,189
L0097,2025-06-04,208,591968,18598,832,177,156
L0097,2025-06-05,189,819693,37412,945,171,169
L0097,2025-06-06,234,1038492,20673,936,225,226
L0097,2025-06-07,282,844872,10821,1410,273,265
L0097,2025-06-08,283,1224258,48006,1132,264,239
L0097,2025-06-09,229,722953,18956,1603,205,189
L0097,2025-06-10,173,767774,19484,1038,157,150
L0097,2025-06-11,194,369376,3009,970,189,174
L0097,2025-06-12,234,840294,28267,1170,233,221
L0097,2025-06-13,199,657098,12664,1393,187,167
L0097,2025-06-14,211,538050,24264,1055,201,188
L0097,2025-06-15,207,768177,34884,828,203,188
L0097,2025-06-16,170,602650,3771,680,148,141
L0097,2025-06-17,199,501281,20863,995,179,175
L0097,2025-06-18,171,475893,22167,513,164,156
L0097,2025-06-19,220,681780,8836,880,211,201
L0097,2025-06-20,198,496782,21631,990,188,171
L0097,2025-06-21,245,942760,26431,1715,222,209
L0097,2025-06-22,257,914149,8608,1028,256,234
L0097,2025-06-23,220,607860,7111,1540,213,205
L0097,2025-06-24,176,787952,36591,704,159,140
L0097,2025-06-25,189,422037,8330,945,183,159
L0097,2025-06-26,159,437568,10335,954,157,138
L0097,2025-06-27,201,762795,22915,1005,188,180
L0097,2025-06-28,263,1086716,30126,1315,244,228
L0097,2025-06-29,265,757900,4449,1590,234,219
L0098,2025-01-01,154,331870,12860,770,141,123
L0098,2025-01-02,152,411616,8219,760,149,142
L0098,2025-01-03,126,402192,6243,378,112,98
L0098,2025-01-04,199,451133,22111,1393,183,174
L0098,2025-01-05,152,489896,20289,1064,147,127
L0098,2025-01-06,134,393424,16345,670,125,111
L0098,2025-01-07,161,534681,13786,805,159,138
L0098,2025-01-08,158,453618,10044,1106,145,128
L0098,2025-01-09,157,625174,12453,1099,154,149
L0098,2025-01-10,155,319765,14234,1085,135,126
L0098,2025-01-11,147,272391,4309,882,131,114
L0098,2025-01-12,198,678744,4083,594,180,174
L0098,2025-01-13,124,473928,23124,496,113,106
L0098,2025-01-14,167,637606,17030,1002,156,139
L0098,2025-01-15,146,316382,15324,1022,142,133
L0098,2025-01-16,115,402270,18124,460,107,103
L0098,2025-01-17,152,678376,4747,1064,138,128
L0098,2025-01-18,201,833949,33826,603,180,176
L0098,2025-01-19,155,299615,13908,620,138,118
L0098,2025-01-19,155,299615,13908,620,138,118
L0098,2025-01-20,150,510150,3139,900,129,115
L0098,2025-01-21,129,257355,4787,645,124,109
L0098,2025-01-22,118,420906,19067,708,110,97
L0098,2025-01-23,126,502488,502489,882,120,107
L0098,2025-01-24,170,328100,10622,1190,151,145
L0098,2025-01-25,166,723428,34275,498,143,123
L0098,2025-01-26,168,525000,18657,840,163,154
L0098,2025-01-27,154,564410,22201,1078,150,135
L0098,2025-01-28,169,363519,4529,1183,159,147
L0098,2025-01-29,120,278040,2972,720,110,100
L0098,2025-01-30,140,498960,18920,980,122,117
L0098,2025-01-31,165,686730,15421,1155,141,138
L0098,2025-02-01,171,404586,14523,513,151,134
L0098,2025-02-02,155,690835,30334,930,151,146
L0098,2025-02-03,116,427576,17084,464,114,107
L0098,2025-02-04,147,291501,2555,588,125,117
L0098,2025-02-05,136,297160,12992,408,124,116
L0098,2025-02-06,119,485639,10144,,104,93
L0098,2025-02-07,168,425712,13190,1176,148,138
L0098,2025-02-08,164,587448,28648,820,161,146
L0098,2025-02-09,170,667080,17904,1020,155,134
L0098,2025-02-10,133,276241,12408,665,123,109
L0098,2025-02-11,151,326915,11395,1057,136,117
L0098,2025-02-12,143,353210,3090,715,135,119
L0098,2025-02-13,114,336414,16228,570,97,88
L0098,2025-02-14,167,507847,15467,835,160,138
L0098,2025-02-15,145,390630,2582,1015,126,123
L0098,2025-02-16,142,382264,11348,568,133,118
L0098,2025-02-17,116,481864,16458,812,107,98
L0098,2025-02-18,152,308104,9799,456,140,141
L0098,2025-02-19,151,357719,9214,906,145,135
L0098,2025-02-20,135,349110,11152,405,129,123
L0098,2025-02-21,155,687580,7836,930,147,127
L0098,2025-02-22,162,300510,12788,810,153,147
L0098,2025-02-23,143,275132,7371,858,123,112
L0098,2025-02-24,161,630959,28241,644,139,126
L0098,2025-02-25,150,309000,6983,750,132,117
L0098,2025-02-26,139,380443,4119,556,136,120
L0098,2025-02-27,139,254787,4828,973,121,117
L0098,2025-02-28,162,457650,12561,1134,144,123
L0098,2025-03-01,163,665366,17315,489,143,135
L0098,2025-03-02,143,310739,10924,429,139,137
L0098,2025-03-03,120,334200,1847,720,116,105
L0098,2025-03-04,130,556920,25510,910,125,114
L0098,2025-03-05,139,531397,25494,695,127,109
L0098,2025-03-06,115,406295,11672,690,112,102
L0098,2025-03-07,118,383854,13339,590,115,105
L0098,2025-03-08,194,871448,31478,970,173,152
L0098,2025-03-09,166,474262,4943,498,161,139
L0098,2025-03-10,151,429293,19730,1057,137,124
L0098,2025-03-11,123,522996,14513,861,118,114
L0098,2025-03-12,162,515808,7323,486,153,137
L0098,2025-03-13,141,371676,5180,987,120,105
L0098,2025-03-14,136,468520,7918,680,125,120
L0098,2025-03-15,155,674715,20368,1085,141,124
L0098,2025-03-16,153,364140,13165,918,137,128
L0098,2025-03-17,157,562374,12635,785,143,132
L0098,2025-03-18,166,710148,35242,664,146,132
L0098,2025-03-19,161,705019,14147,966,137,118
L0098,2025-03-20,121,297176,3991,484,102,92
L0098,2025-03-21,153,485163,10082,1071,147,129
L0098,2025-03-21,153,485163,10082,1071,147,129
L0098,2025-03-22,188,773056,23965,1316,173,159
L0098,2025-03-23,153,429471,11060,1071,134,120
L0098,2025-03-24,140,291200,9166,700,139,128
L0098,2025-03-25,147,355887,6577,735,133,121
L0098,2025-03-26,129,310632,11547,774,109,102
L0098,2025-03-27,124,499224,4263,372,123,120
L0098,2025-03-28,123,313281,4796,738,105,92
L0098,2025-03-29,173,522460,6474,692,169,155
L0098,2025-03-30,174,331818,9067,1218,158,141
L0098,2025-03-31,158,372722,6810,1106,156,153
L0098,2025-04-01,116,241396,5960,696,107,94
L0098,2025-04-02,158,359766,15294,948,138,126
L0098,2025-04-03,149,329737,11831,447,128,109
L0098,2025-04-04,143,459030,20325,1001,129,123
L0098,2025-04-05,157,369421,15317,1099,145,127
L0098,2025-04-06,168,559272,15627,1008,153,139
L0098,2025-04-07,135,590355,25035,945,120,105
L0098,2025-04-08,165,381975,4718,825,149,139
L0098,2025-04-09,146,472310,8490,730,143,128
L0098,2025-04-10,134,255806,2994,804,116,104
L0098,2025-04-11,168,477792,12537,1176,164,159
L0098,2025-04-12,188,558172,23535,752,168,146
L0098,2025-04-13,152,283632,6328,760,150,142
L0098,2025-04-14,135,562815,16105,675,115,110
L0098,2025-04-15,141,622374,21681,987,131,117
L0098,2025-04-16,165,350460,3891,825,141,134
L0098,2025-04-17,131,533956,17150,655,127,110
L0098,2025-04-18,151,491052,22044,906,129,118
L0098,2025-04-19,153,648873,13123,765,150,144
L0098,2025-04-20,169,472524,8938,1014,165,140
L0098,2025-04-21,153,497556,10833,918,144,134
L0098,2025-04-22,115,301300,7175,460,105,92
L0098,2025-04-23,125,467375,2760,500,111,98
L0098,2025-04-24,131,395751,13705,786,115,110
L0098,2025-04-25,148,396344,8208,592,147,129
L0098,2025-04-26,193,729347,24916,1158,176,168
L0098,2025-04-27,157,310703,13158,471,141,125
L0098,2025-04-28,142,296638,5866,710,133,114
L0098,2025-04-29,134,484410,3448,938,118,110
L0098,2025-04-30,139,469681,22768,556,120,102
L0098,2025-05-01,147,539637,8406,441,127,120
L0098,2025-05-02,116,439408,10372,464,99,97
L0098,2025-05-03,201,779478,13977,1206,175,168
L0098,2025-05-04,168,467712,6434,504,144,126
L0098,2025-05-05,114,411654,16360,570,99,95
L0098,2025-05-06,129,453435,20447,774,122,107
L0098,2025-05-07,140,546420,4925,700,131,128
L0098,2025-05-08,132,360756,11344,660,129,119
L0098,2025-05-09,121,328031,6887,363,108,106
L0098,2025-05-10,197,859905,20285,591,192,174
L0098,2025-05-11,148,394124,8906,444,131,128
L0098,2025-05-12,132,455928,8091,792,129,123
L0098,2025-05-13,154,351582,3117,616,140,134
L0098,2025-05-14,134,601794,28769,938,133,118
L0098,2025-05-15,117,257751,4019,468,107,105
L0098,2025-05-16,162,433512,14758,810,160,151
L0098,2025-05-17,201,372654,12242,1407,187,173
L0098,2025-05-18,146,592906,20661,584,125,121
L0098,2025-05-19,136,574736,16521,816,124,123
L0098,2025-05-20,140,385980,13847,700,121,118
L0098,2025-05-21,115,276000,6961,345,105,93
L0098,2025-05-22,155,367195,16028,930,135,122
L0098,2025-05-23,127,324993,14454,635,112,108
L0098,2025-05-24,189,445095,15495,1323,171,159
L0098,2025-05-25,197,467481,10330,788,195,175
L0098,2025-05-26,137,594032,18346,959,123,110
L0098,2025-05-27,166,655534,22360,830,144,124
L0098,2025-05-27,166,655534,22360,830,144,124
L0098,2025-05-28,148,448144,5553,740,126,121
L0098,2025-05-29,138,497766,19408,552,137,119
L0098,2025-05-30,146,598454,8474,730,142,135
L0098,2025-05-31,182,644098,25618,910,155,140
L0098,2025-06-01,155,459265,14425,465,133,120
L0098,2025-06-02,155,655030,14161,775,135,124
L0098,2025-06-03,157,475710,3320,785,136,116
L0098,2025-06-04,123,237759,6885,369,116,107
L0098,2025-06-05,160,330880,6075,1120,155,139
L0098,2025-06-06,142,417338,16921,994,120,113
L0098,2025-06-07,139,297599,2908,834,134,122
L0098,2025-06-08,142,506372,18518,426,134,130
L0098,2025-06-09,116,390456,15437,348,109,95
L0098,2025-06-10,117,300924,6088,585,104,92
L0098,2025-06-11,162,293544,6103,1134,143,138
L0098,2025-06-12,134,374664,13156,402,114,101
L0098,2025-06-13,136,402424,8091,952,128,123
L0098,2025-06-14,169,580346,4997,507,152,147
L0098,2025-06-15,178,546638,18285,534,151,144
L0098,2025-06-16,167,308783,10298,835,160,142
L0098,2025-06-17,130,437320,19825,910,119,102
L0098,2025-06-18,134,492852,23074,938,119,110
L0098,2025-06-19,128,365696,15348,512,111,96
L0098,2025-06-20,118,481322,19727,826,109,101
L0098,2025-06-21,161,391874,17505,966,160,145
L0098,2025-06-22,155,469495,22703,620,145,146
L0098,2025-06-23,169,551954,19313,845,162,147
L0098,2025-06-24,153,499698,4357,1071,147,132
L0098,2025-06-25,148,298220,2036,888,132,126
L0098,2025-06-26,127,390906,7829,889,122,118
L0098,2025-06-27,131,519022,19128,786,111,104
L0098,2025-06-28,153,608328,11437,612,134,123
L0098,2025-06-29,157,698336,31282,1099,142,138
L0099,2025-01-01,132,519948,6167,924,115,99
L0099,2025-01-02,124,241056,7790,620,116,101
L0099,2025-01-04,185,356865,6824,925,173,166
L0099,2025-01-05,127,568452,22947,762,113,109
L0099,2025-01-06,134,477308,9067,938,128,118
L0099,2025-01-07,119,505393,24508,595,117,114
L0099,2025-01-08,129,235812,2917,516,122,113
L0099,2025-01-09,126,298494,1793,504,114,109
L0099,2025-01-10,144,270576,1991,576,128,112
L0099,2025-01-11,167,584667,8808,1002,162,160
L0099,2025-01-12,138,591054,4600,828,133,123
L0099,2025-01-13,116,422472,8945,696,101,91
L0099,2025-01-14,149,458324,12424,596,130,117
L0099,2025-01-15,119,390677,11876,833,101,92
L0099,2025-01-16,145,261580,12547,1015,124,108
L0099,2025-01-17,118,386096,8004,590,104,92
L0099,2025-01-18,160,636960,12667,640,153,130
L0099,2025-01-19,130,269100,1770,390,123,115
L0099,2025-01-20,154,541310,21767,462,139,119
L0099,2025-01-21,152,278008,8710,456,143,138
L0099,2025-01-22,137,573619,8270,959,120,118
L0099,2025-01-23,132,437844,11577,924,118,115
L0099,2025-01-24,107,373751,4516,749,102,88
L0099,2025-01-25,175,417200,2780,1050,155,143
L0099,2025-01-26,141,626745,5288,423,121,105
L0099,2025-01-27,150,358200,1956,900,143,123
L0099,2025-01-28,139,591306,25172,417,120,104
L0099,2025-01-29,107,352672,8942,428,90,86
L0099,2025-01-30,106,424212,3619,742,104,97
L0099,2025-01-31,128,251264,6345,768,112,110
L0099,2025-02-01,131,552296,12696,655,130,119
L0099,2025-02-02,147,455994,12276,588,127,118
L0099,2025-02-03,148,397232,12755,888,131,116
L0099,2025-02-04,141,269028,7954,423,137,129
L0099,2025-02-05,116,339648,5308,812,103,91
L0099,2025-02-06,117,412074,11637,351,110,96
L0099,2025-02-07,116,254968,11689,580,104,98
L0099,2025-02-08,163,299920,9912,1141,139,118
L0099,2025-02-09,159,594978,12722,795,146,143
L0099,2025-02-10,138,253644,3612,690,135,119
L0099,2025-02-11,105,244755,7891,315,98,87
L0099,2025-02-12,119,219198,6512,357,109,94
L0099,2025-02-13,109,315228,7964,654,97,84
L0099,2025-02-14,116,376188,8508,464,115,106
L0099,2025-02-15,163,655260,19854,652,160,156
L0099,2025-02-16,185,794390,19991,555,167,160
L0099,2025-02-17,116,323872,14242,812,114,99
L0099,2025-02-18,132,260436,2394,528,128,122
L0099,2025-02-19,139,565591,3177,417,136,119
L0099,2025-02-20,126,245196,2840,630,118,102
L0099,2025-02-21,134,273360,4359,804,123,119
L0099,2025-02-22,182,677040,26519,1092,177,157
L0099,2025-02-23,138,385986,385987,552,123,107
L0099,2025-02-24,153,512397,18421,1071,143,135
L0099,2025-02-25,119,337365,11175,357,112,99
L0099,2025-02-26,140,361900,7277,980,121,103
L0099,2025-02-27,136,420376,16597,408,123,121
L0099,2025-02-28,143,328900,15562,429,124,114
L0099,2025-03-01,157,593774,3190,942,136,128
L0099,2025-03-02,157,693155,20883,471,150,132
L0099,2025-03-03,150,626550,24479,600,138,119
L0099,2025-03-04,118,246856,12085,354,114,113
L0099,2025-03-05,133,246582,11611,532,130,112
L0099,2025-03-06,116,517476,18020,812,115,102
L0099,2025-03-07,132,247236,5374,792,112,102
L0099,2025-03-08,163,469603,11508,978,162,153
L0099,2025-03-09,140,277340,8705,840,123,121
L0099,2025-03-10,153,458235,4328,1071,138,122
L0099,2025-03-11,111,360750,15951,555,109,103
L0099,2025-03-12,153,593640,7424,459,150,136
L0099,2025-03-13,115,306245,9663,690,98,97
L0099,2025-03-14,131,579282,9552,524,112,110
L0099,2025-03-15,169,469820,18940,507,166,142
L0099,2025-03-16,143,589303,12624,858,142,133
L0099,2025-03-17,142,320778,1963,568,126,108
L0099,2025-03-18,111,430014,3416,333,101,90
L0099,2025-03-19,152,440192,8326,608,145,131
L0099,2025-03-20,116,372476,15565,348,115,110
L0099,2025-03-21,118,282728,5152,354,108,101
L0099,2025-03-22,162,427032,10404,972,157,152
L0099,2025-03-23,127,317373,15312,508,110,99
L0099,2025-03-24,114,489288,24067,570,101,89
L0099,2025-03-25,140,494340,24035,700,130,125
L0099,2025-03-26,143,315172,12856,715,123,106
L0099,2025-03-27,150,330300,2140,600,139,132
L0099,2025-03-28,148,417804,13925,444,127,113
L0099,2025-03-29,156,376272,376273,1092,151,149
L0099,2025-03-30,140,553280,2997,420,128,122
L0099,2025-03-31,124,481492,5102,744,116,107
L0099,2025-04-01,123,356454,13525,738,105,93
L0099,2025-04-02,152,331360,3991,912,151,130
L0099,2025-04-03,117,331461,5094,819,106,90
L0099,2025-04-04,113,204417,2884,791,104,100
L0099,2025-04-05,179,602514,19095,716,154,138
L0099,2025-04-06,174,637536,24847,1044,149,130
L0099,2025-04-07,106,359340,5576,424,100,86
L0099,2025-04-08,122,245952,3515,488,112,98
L0099,2025-04-09,137,402369,12025,411,136,122
L0099,2025-04-10,124,319796,11248,496,121,110
L0099,2025-04-11,116,221096,8582,812,103,89
L0099,2025-04-12,125,363625,17243,750,107,94
UNKNOWN,2025-04-13,148,416620,9077,740,125,116
L0099,2025-04-14,107,355561,10740,642,92,87
L0099,2025-04-15,152,617880,4860,608,151,130
L0099,2025-04-16,110,287540,9360,770,98,88
L0099,2025-04-17,123,520536,8375,738,106,102
L0099,2025-04-18,147,308994,7555,588,127,118
L0099,2025-04-19,139,323870,11535,695,125,123
L0099,2025-04-20,179,581213,9048,1253,173,150
L0099,2025-04-21,110,213070,7124,660,97,86
L0099,2025-04-22,147,615489,17078,588,135,129
L0099,2025-04-23,117,494559,3520,819,103,95
L0099,2025-04-24,132,269940,12830,660,119,105
L0099,2025-04-25,106,390186,9445,424,93,89
L0099,2025-04-26,141,610107,12489,705,128,109
L0099,2025-04-27,147,389991,3841,882,130,111
L0099,2025-04-28,126,246582,5355,882,119,114
L0099,2025-04-29,129,415896,18893,387,117,107
L0099,2025-04-30,115,373865,14921,690,112,100
L0099,2025-05-01,115,487140,14737,345,112,103
L0099,2025-05-02,105,217350,5095,630,89,77
L0099,2025-05-03,140,577640,25279,560,123,121
L0099,2025-05-04,146,364854,2187,1022,135,130
L0099,2025-05-05,140,498120,6685,560,137,127
L0099,2025-05-06,129,444018,18271,903,126,112
L0099,2025-05-07,133,539182,15336,665,124,108
L0099,2025-05-08,154,331408,14121,1078,146,135
